"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","129","API get all products test","tests.api","Fri Mar 07 16:23:15 GMT 2025","passed","Fri Mar 07 16:23:15 GMT 2025","","test_product","",""
"","245","API get all cards test","tests.api","Fri Mar 07 16:23:13 GMT 2025","passed","Fri Mar 07 16:23:13 GMT 2025","","test_card","",""
"","241","API get user by ID test","tests.api","Fri Mar 07 16:23:15 GMT 2025","passed","Fri Mar 07 16:23:16 GMT 2025","","test_user","",""
"","235","API delete card by ID test","tests.api","Fri Mar 07 16:23:14 GMT 2025","passed","Fri Mar 07 16:23:14 GMT 2025","","test_card","",""
"","9588","UI add note to favorite from menu test","tests.ui","Fri Mar 07 16:24:40 GMT 2025","passed","Fri Mar 07 16:24:50 GMT 2025","","test_notes","",""
"","136","API create new card test","tests.api","Fri Mar 07 16:23:13 GMT 2025","passed","Fri Mar 07 16:23:13 GMT 2025","","test_card","",""
"","4745","UI rename category test","tests.ui","Fri Mar 07 16:23:33 GMT 2025","passed","Fri Mar 07 16:23:37 GMT 2025","","test_categories","",""
"","137","API update product test","tests.api","Fri Mar 07 16:23:14 GMT 2025","passed","Fri Mar 07 16:23:14 GMT 2025","","test_product","",""
"","327","API authn test","tests.api","Fri Mar 07 16:23:12 GMT 2025","passed","Fri Mar 07 16:23:12 GMT 2025","","test_authn","",""
"","469","API get card by ID test","tests.api","Fri Mar 07 16:23:12 GMT 2025","passed","Fri Mar 07 16:23:13 GMT 2025","","test_card","",""
"","376","API update card test","tests.api","Fri Mar 07 16:23:13 GMT 2025","passed","Fri Mar 07 16:23:14 GMT 2025","","test_card","",""
"","224","API delete product by ID test","tests.api","Fri Mar 07 16:23:15 GMT 2025","passed","Fri Mar 07 16:23:15 GMT 2025","","test_product","",""
"","137","API get product by ID test","tests.api","Fri Mar 07 16:23:14 GMT 2025","passed","Fri Mar 07 16:23:15 GMT 2025","","test_product","",""
"","10658","UI create note and when delete from trash test","tests.ui","Fri Mar 07 16:23:51 GMT 2025","passed","Fri Mar 07 16:24:02 GMT 2025","","test_e2e_notes_and_categoryes","",""
"","129","API create new product test","tests.api","Fri Mar 07 16:23:14 GMT 2025","passed","Fri Mar 07 16:23:14 GMT 2025","","test_product","",""
"","9037","UI add note to favorite test","tests.ui","Fri Mar 07 16:24:13 GMT 2025","passed","Fri Mar 07 16:24:22 GMT 2025","","test_notes","",""
"","8514","UI create new note and view in preview mode test","tests.ui","Fri Mar 07 16:24:03 GMT 2025","passed","Fri Mar 07 16:24:12 GMT 2025","","test_notes","",""
"","141","API update user test","tests.api","Fri Mar 07 16:23:15 GMT 2025","passed","Fri Mar 07 16:23:15 GMT 2025","","test_user","",""
"","230","API delete user by ID test","tests.api","Fri Mar 07 16:23:16 GMT 2025","passed","Fri Mar 07 16:23:16 GMT 2025","","test_user","",""
"","229","API get all users test","tests.api","Fri Mar 07 16:23:16 GMT 2025","passed","Fri Mar 07 16:23:16 GMT 2025","","test_user","",""
"","9088","UI add note to trash test","tests.ui","Fri Mar 07 16:24:23 GMT 2025","passed","Fri Mar 07 16:24:32 GMT 2025","","test_notes","",""
"","9590","UI add note to trash from menu test","tests.ui","Fri Mar 07 16:24:51 GMT 2025","passed","Fri Mar 07 16:25:01 GMT 2025","","test_notes","",""
"","2682","UI delete category test","tests.ui","Fri Mar 07 16:23:29 GMT 2025","passed","Fri Mar 07 16:23:32 GMT 2025","","test_categories","",""
"","1700","UI create new category test","tests.ui","Fri Mar 07 16:23:26 GMT 2025","passed","Fri Mar 07 16:23:28 GMT 2025","","test_categories","",""
"","5739","UI add text to scratchpad test","tests.ui","Fri Mar 07 16:24:33 GMT 2025","passed","Fri Mar 07 16:24:39 GMT 2025","","test_notes","",""
"","0","API create new user test","tests.api","Fri Mar 07 16:23:15 GMT 2025","skipped","Fri Mar 07 16:23:15 GMT 2025","","test_user","",""
"","11731","UI E2E move note to category test","tests.ui","Fri Mar 07 16:23:39 GMT 2025","passed","Fri Mar 07 16:23:50 GMT 2025","","test_e2e_notes_and_categoryes","",""
