"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","138","API create new card test","tests.api","Wed Mar 05 13:09:13 GMT 2025","passed","Wed Mar 05 13:09:13 GMT 2025","","test_card","",""
"","238","API get card by ID test","tests.api","Wed Mar 05 13:09:13 GMT 2025","passed","Wed Mar 05 13:09:13 GMT 2025","","test_card","",""
"","2681","UI delete category test","tests.ui","Wed Mar 05 13:09:30 GMT 2025","passed","Wed Mar 05 13:09:33 GMT 2025","","test_categories","",""
"","230","API delete card by ID test","tests.api","Wed Mar 05 13:09:14 GMT 2025","passed","Wed Mar 05 13:09:14 GMT 2025","","test_card","",""
"","132","API update product test","tests.api","Wed Mar 05 13:09:14 GMT 2025","passed","Wed Mar 05 13:09:14 GMT 2025","","test_product","",""
"","132","API get all products test","tests.api","Wed Mar 05 13:09:14 GMT 2025","passed","Wed Mar 05 13:09:15 GMT 2025","","test_product","",""
"","136","API create new product test","tests.api","Wed Mar 05 13:09:14 GMT 2025","passed","Wed Mar 05 13:09:14 GMT 2025","","test_product","",""
"","134","API update user test","tests.api","Wed Mar 05 13:09:15 GMT 2025","passed","Wed Mar 05 13:09:15 GMT 2025","","test_user","",""
"","11798","UI E2E move note to category test","tests.ui","Wed Mar 05 13:09:40 GMT 2025","passed","Wed Mar 05 13:09:52 GMT 2025","","test_e2e_notes_and_categoryes","",""
"","138","API update card test","tests.api","Wed Mar 05 13:09:14 GMT 2025","passed","Wed Mar 05 13:09:14 GMT 2025","","test_card","",""
"","8497","UI create new note and view in preview mode test","tests.ui","Wed Mar 05 13:10:05 GMT 2025","passed","Wed Mar 05 13:10:14 GMT 2025","","test_notes","",""
"","237","API create new user test","tests.api","Wed Mar 05 13:09:15 GMT 2025","failed","Wed Mar 05 13:09:15 GMT 2025","","test_user","",""
"","1730","UI create new category test","tests.ui","Wed Mar 05 13:09:27 GMT 2025","passed","Wed Mar 05 13:09:29 GMT 2025","","test_categories","",""
"","9028","UI add note to favorite test","tests.ui","Wed Mar 05 13:10:15 GMT 2025","passed","Wed Mar 05 13:10:24 GMT 2025","","test_notes","",""
"","241","API get user by ID test","tests.api","Wed Mar 05 13:09:15 GMT 2025","passed","Wed Mar 05 13:09:16 GMT 2025","","test_user","",""
"","236","API get all cards test","tests.api","Wed Mar 05 13:09:13 GMT 2025","passed","Wed Mar 05 13:09:13 GMT 2025","","test_card","",""
"","249","API get all users test","tests.api","Wed Mar 05 13:09:16 GMT 2025","passed","Wed Mar 05 13:09:16 GMT 2025","","test_user","",""
"","9050","UI add note to trash test","tests.ui","Wed Mar 05 13:10:25 GMT 2025","passed","Wed Mar 05 13:10:34 GMT 2025","","test_notes","",""
"","229","API delete user by ID test","tests.api","Wed Mar 05 13:09:16 GMT 2025","passed","Wed Mar 05 13:09:16 GMT 2025","","test_user","",""
"","5713","UI add text to scratchpad test","tests.ui","Wed Mar 05 13:10:35 GMT 2025","passed","Wed Mar 05 13:10:41 GMT 2025","","test_notes","",""
"","9594","UI add note to favorite from menu test","tests.ui","Wed Mar 05 13:10:42 GMT 2025","passed","Wed Mar 05 13:10:52 GMT 2025","","test_notes","",""
"","4759","UI rename category test","tests.ui","Wed Mar 05 13:09:34 GMT 2025","passed","Wed Mar 05 13:09:39 GMT 2025","","test_categories","",""
"","10697","UI create note and when delete from trash test","tests.ui","Wed Mar 05 13:09:53 GMT 2025","passed","Wed Mar 05 13:10:04 GMT 2025","","test_e2e_notes_and_categoryes","",""
"","139","API get product by ID test","tests.api","Wed Mar 05 13:09:14 GMT 2025","passed","Wed Mar 05 13:09:14 GMT 2025","","test_product","",""
"","268","API authn test","tests.api","Wed Mar 05 13:09:13 GMT 2025","passed","Wed Mar 05 13:09:13 GMT 2025","","test_authn","",""
"","232","API delete product by ID test","tests.api","Wed Mar 05 13:09:15 GMT 2025","passed","Wed Mar 05 13:09:15 GMT 2025","","test_product","",""
"","9581","UI add note to trash from menu test","tests.ui","Wed Mar 05 13:10:53 GMT 2025","passed","Wed Mar 05 13:11:02 GMT 2025","","test_notes","",""
