"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","257","API get card by ID test","tests.api","Fri Mar 07 16:21:45 GMT 2025","passed","Fri Mar 07 16:21:45 GMT 2025","","test_card","",""
"","144","API get all products test","tests.api","Fri Mar 07 16:21:47 GMT 2025","passed","Fri Mar 07 16:21:47 GMT 2025","","test_product","",""
"","10754","UI create note and when delete from trash test","tests.ui","Fri Mar 07 16:22:32 GMT 2025","passed","Fri Mar 07 16:22:43 GMT 2025","","test_e2e_notes_and_categoryes","",""
"","0","API create new user test","tests.api","Fri Mar 07 16:21:48 GMT 2025","skipped","Fri Mar 07 16:21:48 GMT 2025","","test_user","",""
"","136","API update product test","tests.api","Fri Mar 07 16:21:47 GMT 2025","passed","Fri Mar 07 16:21:47 GMT 2025","","test_product","",""
"","8549","UI create new note and view in preview mode test","tests.ui","Fri Mar 07 16:22:44 GMT 2025","passed","Fri Mar 07 16:22:53 GMT 2025","","test_notes","",""
"","9082","UI add note to favorite test","tests.ui","Fri Mar 07 16:22:54 GMT 2025","passed","Fri Mar 07 16:23:03 GMT 2025","","test_notes","",""
"","366","API create new card test","tests.api","Fri Mar 07 16:21:46 GMT 2025","passed","Fri Mar 07 16:21:46 GMT 2025","","test_card","",""
"","9612","UI add note to favorite from menu test","tests.ui","Fri Mar 07 16:23:21 GMT 2025","passed","Fri Mar 07 16:23:31 GMT 2025","","test_notes","",""
"","250","API get all users test","tests.api","Fri Mar 07 16:21:48 GMT 2025","passed","Fri Mar 07 16:21:48 GMT 2025","","test_user","",""
"","248","API delete product by ID test","tests.api","Fri Mar 07 16:21:47 GMT 2025","passed","Fri Mar 07 16:21:48 GMT 2025","","test_product","",""
"","2684","UI delete category test","tests.ui","Fri Mar 07 16:22:10 GMT 2025","passed","Fri Mar 07 16:22:12 GMT 2025","","test_categories","",""
"","335","API authn test","tests.api","Fri Mar 07 16:21:45 GMT 2025","passed","Fri Mar 07 16:21:45 GMT 2025","","test_authn","",""
"","234","API delete user by ID test","tests.api","Fri Mar 07 16:21:48 GMT 2025","passed","Fri Mar 07 16:21:49 GMT 2025","","test_user","",""
"","460","API get all cards test","tests.api","Fri Mar 07 16:21:45 GMT 2025","passed","Fri Mar 07 16:21:46 GMT 2025","","test_card","",""
"","5772","UI add text to scratchpad test","tests.ui","Fri Mar 07 16:23:15 GMT 2025","passed","Fri Mar 07 16:23:20 GMT 2025","","test_notes","",""
"","134","API update user test","tests.api","Fri Mar 07 16:21:48 GMT 2025","passed","Fri Mar 07 16:21:48 GMT 2025","","test_user","",""
"","146","API update card test","tests.api","Fri Mar 07 16:21:46 GMT 2025","passed","Fri Mar 07 16:21:46 GMT 2025","","test_card","",""
"","4818","UI rename category test","tests.ui","Fri Mar 07 16:22:13 GMT 2025","passed","Fri Mar 07 16:22:18 GMT 2025","","test_categories","",""
"","2239","UI create new category test","tests.ui","Fri Mar 07 16:22:06 GMT 2025","passed","Fri Mar 07 16:22:08 GMT 2025","","test_categories","",""
"","136","API create new product test","tests.api","Fri Mar 07 16:21:47 GMT 2025","passed","Fri Mar 07 16:21:47 GMT 2025","","test_product","",""
"","246","API get user by ID test","tests.api","Fri Mar 07 16:21:48 GMT 2025","passed","Fri Mar 07 16:21:48 GMT 2025","","test_user","",""
"","9079","UI add note to trash test","tests.ui","Fri Mar 07 16:23:04 GMT 2025","passed","Fri Mar 07 16:23:13 GMT 2025","","test_notes","",""
"","246","API delete card by ID test","tests.api","Fri Mar 07 16:21:46 GMT 2025","passed","Fri Mar 07 16:21:47 GMT 2025","","test_card","",""
"","138","API get product by ID test","tests.api","Fri Mar 07 16:21:47 GMT 2025","passed","Fri Mar 07 16:21:47 GMT 2025","","test_product","",""
"","9646","UI add note to trash from menu test","tests.ui","Fri Mar 07 16:23:32 GMT 2025","passed","Fri Mar 07 16:23:42 GMT 2025","","test_notes","",""
"","11792","UI E2E move note to category test","tests.ui","Fri Mar 07 16:22:19 GMT 2025","passed","Fri Mar 07 16:22:31 GMT 2025","","test_e2e_notes_and_categoryes","",""
