"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","214","API get product by ID test","tests.api","Fri Mar 07 16:17:40 GMT 2025","passed","Fri Mar 07 16:17:40 GMT 2025","","test_product","",""
"","2679","UI delete category test","tests.ui","Fri Mar 07 16:17:48 GMT 2025","passed","Fri Mar 07 16:17:50 GMT 2025","","test_categories","",""
"","5777","UI add text to scratchpad test","tests.ui","Fri Mar 07 16:18:53 GMT 2025","passed","Fri Mar 07 16:18:59 GMT 2025","","test_notes","",""
"","9572","UI add note to trash from menu test","tests.ui","Fri Mar 07 16:19:11 GMT 2025","passed","Fri Mar 07 16:19:21 GMT 2025","","test_notes","",""
"","384","API authn test","tests.api","Fri Mar 07 16:17:38 GMT 2025","passed","Fri Mar 07 16:17:38 GMT 2025","","test_authn","",""
"","310","API delete card by ID test","tests.api","Fri Mar 07 16:17:39 GMT 2025","passed","Fri Mar 07 16:17:40 GMT 2025","","test_card","",""
"","9078","UI add note to trash test","tests.ui","Fri Mar 07 16:18:43 GMT 2025","passed","Fri Mar 07 16:18:52 GMT 2025","","test_notes","",""
"","306","API delete product by ID test","tests.api","Fri Mar 07 16:17:41 GMT 2025","passed","Fri Mar 07 16:17:41 GMT 2025","","test_product","",""
"","222","API update card test","tests.api","Fri Mar 07 16:17:39 GMT 2025","passed","Fri Mar 07 16:17:39 GMT 2025","","test_card","",""
"","8558","UI create new note and view in preview mode test","tests.ui","Fri Mar 07 16:18:23 GMT 2025","passed","Fri Mar 07 16:18:31 GMT 2025","","test_notes","",""
"","0","API create new user test","tests.api","Fri Mar 07 16:17:41 GMT 2025","skipped","Fri Mar 07 16:17:41 GMT 2025","","test_user","",""
"","321","API delete user by ID test","tests.api","Fri Mar 07 16:17:42 GMT 2025","passed","Fri Mar 07 16:17:42 GMT 2025","","test_user","",""
"","1608","UI create new category test","tests.ui","Fri Mar 07 16:17:45 GMT 2025","passed","Fri Mar 07 16:17:46 GMT 2025","","test_categories","",""
"","308","API get card by ID test","tests.api","Fri Mar 07 16:17:38 GMT 2025","passed","Fri Mar 07 16:17:38 GMT 2025","","test_card","",""
"","4749","UI rename category test","tests.ui","Fri Mar 07 16:17:52 GMT 2025","passed","Fri Mar 07 16:17:57 GMT 2025","","test_categories","",""
"","292","API get all cards test","tests.api","Fri Mar 07 16:17:38 GMT 2025","passed","Fri Mar 07 16:17:39 GMT 2025","","test_card","",""
"","306","API get user by ID test","tests.api","Fri Mar 07 16:17:42 GMT 2025","passed","Fri Mar 07 16:17:42 GMT 2025","","test_user","",""
"","227","API create new product test","tests.api","Fri Mar 07 16:17:40 GMT 2025","passed","Fri Mar 07 16:17:40 GMT 2025","","test_product","",""
"","10688","UI create note and when delete from trash test","tests.ui","Fri Mar 07 16:18:11 GMT 2025","passed","Fri Mar 07 16:18:22 GMT 2025","","test_e2e_notes_and_categoryes","",""
"","9070","UI add note to favorite test","tests.ui","Fri Mar 07 16:18:33 GMT 2025","passed","Fri Mar 07 16:18:42 GMT 2025","","test_notes","",""
"","205","API create new card test","tests.api","Fri Mar 07 16:17:39 GMT 2025","passed","Fri Mar 07 16:17:39 GMT 2025","","test_card","",""
"","9576","UI add note to favorite from menu test","tests.ui","Fri Mar 07 16:19:01 GMT 2025","passed","Fri Mar 07 16:19:10 GMT 2025","","test_notes","",""
"","218","API get all products test","tests.api","Fri Mar 07 16:17:40 GMT 2025","passed","Fri Mar 07 16:17:41 GMT 2025","","test_product","",""
"","202","API update product test","tests.api","Fri Mar 07 16:17:40 GMT 2025","passed","Fri Mar 07 16:17:40 GMT 2025","","test_product","",""
"","309","API get all users test","tests.api","Fri Mar 07 16:17:42 GMT 2025","passed","Fri Mar 07 16:17:42 GMT 2025","","test_user","",""
"","11733","UI E2E move note to category test","tests.ui","Fri Mar 07 16:17:58 GMT 2025","passed","Fri Mar 07 16:18:10 GMT 2025","","test_e2e_notes_and_categoryes","",""
"","212","API update user test","tests.api","Fri Mar 07 16:17:41 GMT 2025","passed","Fri Mar 07 16:17:42 GMT 2025","","test_user","",""
