"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","437","API get all cards test","tests.api","Wed Mar 05 13:09:39 GMT 2025","passed","Wed Mar 05 13:09:39 GMT 2025","","test_card","",""
"","9582","UI add note to favorite from menu test","tests.ui","Wed Mar 05 13:11:05 GMT 2025","passed","Wed Mar 05 13:11:14 GMT 2025","","test_notes","",""
"","237","API delete user by ID test","tests.api","Wed Mar 05 13:09:42 GMT 2025","passed","Wed Mar 05 13:09:42 GMT 2025","","test_user","",""
"","238","API get card by ID test","tests.api","Wed Mar 05 13:09:39 GMT 2025","passed","Wed Mar 05 13:09:39 GMT 2025","","test_card","",""
"","134","API update product test","tests.api","Wed Mar 05 13:09:40 GMT 2025","passed","Wed Mar 05 13:09:41 GMT 2025","","test_product","",""
"","2699","UI delete category test","tests.ui","Wed Mar 05 13:09:53 GMT 2025","passed","Wed Mar 05 13:09:56 GMT 2025","","test_categories","",""
"","229","API get all users test","tests.api","Wed Mar 05 13:09:42 GMT 2025","passed","Wed Mar 05 13:09:42 GMT 2025","","test_user","",""
"","4760","UI rename category test","tests.ui","Wed Mar 05 13:09:57 GMT 2025","passed","Wed Mar 05 13:10:02 GMT 2025","","test_categories","",""
"","253","API create new user test","tests.api","Wed Mar 05 13:09:41 GMT 2025","failed","Wed Mar 05 13:09:41 GMT 2025","","test_user","",""
"","130","API update card test","tests.api","Wed Mar 05 13:09:40 GMT 2025","passed","Wed Mar 05 13:09:40 GMT 2025","","test_card","",""
"","9036","UI add note to trash test","tests.ui","Wed Mar 05 13:10:48 GMT 2025","passed","Wed Mar 05 13:10:57 GMT 2025","","test_notes","",""
"","357","API create new card test","tests.api","Wed Mar 05 13:09:39 GMT 2025","passed","Wed Mar 05 13:09:40 GMT 2025","","test_card","",""
"","229","API get user by ID test","tests.api","Wed Mar 05 13:09:42 GMT 2025","passed","Wed Mar 05 13:09:42 GMT 2025","","test_user","",""
"","146","API create new product test","tests.api","Wed Mar 05 13:09:40 GMT 2025","passed","Wed Mar 05 13:09:40 GMT 2025","","test_product","",""
"","8510","UI create new note and view in preview mode test","tests.ui","Wed Mar 05 13:10:28 GMT 2025","passed","Wed Mar 05 13:10:36 GMT 2025","","test_notes","",""
"","11677","UI E2E move note to category test","tests.ui","Wed Mar 05 13:10:03 GMT 2025","passed","Wed Mar 05 13:10:15 GMT 2025","","test_e2e_notes_and_categoryes","",""
"","9615","UI add note to trash from menu test","tests.ui","Wed Mar 05 13:11:16 GMT 2025","passed","Wed Mar 05 13:11:25 GMT 2025","","test_notes","",""
"","5744","UI add text to scratchpad test","tests.ui","Wed Mar 05 13:10:58 GMT 2025","passed","Wed Mar 05 13:11:04 GMT 2025","","test_notes","",""
"","139","API get product by ID test","tests.api","Wed Mar 05 13:09:41 GMT 2025","passed","Wed Mar 05 13:09:41 GMT 2025","","test_product","",""
"","129","API get all products test","tests.api","Wed Mar 05 13:09:41 GMT 2025","passed","Wed Mar 05 13:09:41 GMT 2025","","test_product","",""
"","9022","UI add note to favorite test","tests.ui","Wed Mar 05 13:10:38 GMT 2025","passed","Wed Mar 05 13:10:47 GMT 2025","","test_notes","",""
"","1666","UI create new category test","tests.ui","Wed Mar 05 13:09:51 GMT 2025","passed","Wed Mar 05 13:09:52 GMT 2025","","test_categories","",""
"","450","API authn test","tests.api","Wed Mar 05 13:09:38 GMT 2025","passed","Wed Mar 05 13:09:39 GMT 2025","","test_authn","",""
"","239","API delete product by ID test","tests.api","Wed Mar 05 13:09:41 GMT 2025","passed","Wed Mar 05 13:09:41 GMT 2025","","test_product","",""
"","241","API delete card by ID test","tests.api","Wed Mar 05 13:09:40 GMT 2025","passed","Wed Mar 05 13:09:40 GMT 2025","","test_card","",""
"","130","API update user test","tests.api","Wed Mar 05 13:09:42 GMT 2025","passed","Wed Mar 05 13:09:42 GMT 2025","","test_user","",""
"","10658","UI create note and when delete from trash test","tests.ui","Wed Mar 05 13:10:16 GMT 2025","passed","Wed Mar 05 13:10:27 GMT 2025","","test_e2e_notes_and_categoryes","",""
