"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8509","UI create new note and view in preview mode test","tests.ui","Fri Mar 07 16:24:20 GMT 2025","passed","Fri Mar 07 16:24:29 GMT 2025","","test_notes","",""
"","2664","UI delete category test","tests.ui","Fri Mar 07 16:23:46 GMT 2025","passed","Fri Mar 07 16:23:48 GMT 2025","","test_categories","",""
"","140","API create new product test","tests.api","Fri Mar 07 16:23:32 GMT 2025","passed","Fri Mar 07 16:23:32 GMT 2025","","test_product","",""
"","1670","UI create new category test","tests.ui","Fri Mar 07 16:23:43 GMT 2025","passed","Fri Mar 07 16:23:45 GMT 2025","","test_categories","",""
"","250","API get card by ID test","tests.api","Fri Mar 07 16:23:31 GMT 2025","passed","Fri Mar 07 16:23:31 GMT 2025","","test_card","",""
"","149","API update card test","tests.api","Fri Mar 07 16:23:31 GMT 2025","passed","Fri Mar 07 16:23:32 GMT 2025","","test_card","",""
"","151","API update product test","tests.api","Fri Mar 07 16:23:32 GMT 2025","passed","Fri Mar 07 16:23:33 GMT 2025","","test_product","",""
"","132","API get product by ID test","tests.api","Fri Mar 07 16:23:33 GMT 2025","passed","Fri Mar 07 16:23:33 GMT 2025","","test_product","",""
"","9028","UI add note to trash test","tests.ui","Fri Mar 07 16:24:40 GMT 2025","passed","Fri Mar 07 16:24:49 GMT 2025","","test_notes","",""
"","246","API delete user by ID test","tests.api","Fri Mar 07 16:23:35 GMT 2025","passed","Fri Mar 07 16:23:35 GMT 2025","","test_user","",""
"","8998","UI add note to favorite test","tests.ui","Fri Mar 07 16:24:30 GMT 2025","passed","Fri Mar 07 16:24:39 GMT 2025","","test_notes","",""
"","296","API delete product by ID test","tests.api","Fri Mar 07 16:23:33 GMT 2025","passed","Fri Mar 07 16:23:33 GMT 2025","","test_product","",""
"","11751","UI E2E move note to category test","tests.ui","Fri Mar 07 16:23:56 GMT 2025","passed","Fri Mar 07 16:24:07 GMT 2025","","test_e2e_notes_and_categoryes","",""
"","9550","UI add note to favorite from menu test","tests.ui","Fri Mar 07 16:24:57 GMT 2025","passed","Fri Mar 07 16:25:07 GMT 2025","","test_notes","",""
"","10678","UI create note and when delete from trash test","tests.ui","Fri Mar 07 16:24:08 GMT 2025","passed","Fri Mar 07 16:24:19 GMT 2025","","test_e2e_notes_and_categoryes","",""
"","136","API update user test","tests.api","Fri Mar 07 16:23:34 GMT 2025","passed","Fri Mar 07 16:23:34 GMT 2025","","test_user","",""
"","4758","UI rename category test","tests.ui","Fri Mar 07 16:23:50 GMT 2025","passed","Fri Mar 07 16:23:54 GMT 2025","","test_categories","",""
"","470","API get user by ID test","tests.api","Fri Mar 07 16:23:34 GMT 2025","passed","Fri Mar 07 16:23:34 GMT 2025","","test_user","",""
"","233","API get all cards test","tests.api","Fri Mar 07 16:23:31 GMT 2025","passed","Fri Mar 07 16:23:31 GMT 2025","","test_card","",""
"","246","API get all users test","tests.api","Fri Mar 07 16:23:34 GMT 2025","passed","Fri Mar 07 16:23:35 GMT 2025","","test_user","",""
"","142","API create new card test","tests.api","Fri Mar 07 16:23:31 GMT 2025","passed","Fri Mar 07 16:23:31 GMT 2025","","test_card","",""
"","5727","UI add text to scratchpad test","tests.ui","Fri Mar 07 16:24:50 GMT 2025","passed","Fri Mar 07 16:24:56 GMT 2025","","test_notes","",""
"","9544","UI add note to trash from menu test","tests.ui","Fri Mar 07 16:25:08 GMT 2025","passed","Fri Mar 07 16:25:17 GMT 2025","","test_notes","",""
"","439","API delete card by ID test","tests.api","Fri Mar 07 16:23:32 GMT 2025","passed","Fri Mar 07 16:23:32 GMT 2025","","test_card","",""
"","272","API authn test","tests.api","Fri Mar 07 16:23:30 GMT 2025","passed","Fri Mar 07 16:23:31 GMT 2025","","test_authn","",""
"","0","API create new user test","tests.api","Fri Mar 07 16:23:33 GMT 2025","skipped","Fri Mar 07 16:23:33 GMT 2025","","test_user","",""
"","483","API get all products test","tests.api","Fri Mar 07 16:23:33 GMT 2025","passed","Fri Mar 07 16:23:33 GMT 2025","","test_product","",""
